o:id,dcterms:title,skos:prefLabel,skos:altLabel,jdc:hasActant,jdc:hasConcept,jdc:hasCrible,action
82339,évolution,évolution,,,,,
82349,triade,triade,,,,,
82353,couche,couche,,,,,
82375,infini,infini,,,,,
82385,hologramme,hologramme,,,,,
82392,Tarski,Tarski,,,,,
82396,individu,individu,,,,,
82409,chemin,chemin,,,,,
82413,hypertexte,hypertexte,,,,,
82426,intersubjectivité,intersubjectivité,,,,,
82430,chercheur,chercheur,,,,,
82446,ia,ia,,,,,
82456,jésuite,jésuite,,,,,
82460,conclusion,conclusion,,,,,
82464,sdmx,sdmx,,,,,
82468,inspire,inspire,,,,,
82472,progression,progression,,,,,
82476,professionnel,professionnel,,,,,
82480,silence,silence,,,,,
82484,vanité,vanité,,,,,
82488,résumé,résumé,,,,,
82495,mcr,mcr,,,,,
82514,axe,axe,,,,,
82521,Sciences de l'information,Sciences de l'information,,,,,
82540,françois_rastier,françois_rastier,,,,,
82544,trancher,trancher,,,,,
82548,tagcloud,tagcloud,,,,,
82552,tag,tag,,,,,
82556,capture,capture,,,,,
82560,appareil,appareil,,,,,
82564,internet,internet,,,,,
82583,plasticité,plasticité,,,,,
82593,marketing,marketing,,,,,
82600,Bacon,Bacon,,,,,
82604,permutation,permutation,,,,,
82608,grille,grille,,,,,
82612,découverte,découverte,,,,,
82616,guerre,guerre,,,,,
82620,boussole,boussole,,,,,
82630,outil,outil,,,,,
82646,pivot,pivot,,,,,
82650,sympathie,sympathie,,,,,
82654,4 similitudes,4 similitudes,,,,,
82667,homme,homme,,,,,
82671,lumière,lumière,,,,,
82675,émulation,émulation,,,,,
82679,covenance,covenance,,,,,
82683,chaîne,chaîne,,,,,
82687,anneau,anneau,,,,,
82691,expression,expression,,,,,
82704,conditionnement,conditionnement,,,,,
82711,morale,morale,,,,,
82721,signifié,signifié,,,,,
82728,jardinier,jardinier,,,,,
82744,méthode géométrique,méthode géométrique,,,,,
82751,acausalité,acausalité,,,,,
82755,raison,raison,,,,,
82768,deuxième,deuxième,,,,,
82772,rhizome,rhizome,,,,,
82788,mode,mode,,,,,
82813,durée,durée,,,,,
82820,bonheur,bonheur,,,,,
82836,anarchie,anarchie,,,,,
82846,joie,joie,,,,,
82850,inadéquat,inadéquat,,,,,
82854,équation,équation,,,,,
82858,compétences,compétences,,,,,
82874,travail,travail,,,,,
82896,vivante,vivante,,,,,
82900,mapping,mapping,,,,,
82904,interrogation,interrogation,,,,,
82908,esthétique,esthétique,,,,,
82918,géométrie,géométrie,,,,,
82922,bifurcation,bifurcation,,,,,
82926,local,local,,,,,
82930,consensus,consensus,,,,,
82937,internationale,internationale,,,,,
82941,indicateur,indicateur,,,,,
82945,connexionniste,connexionniste,,,,,
82949,formalisme,formalisme,,,,,
82962,conservation,conservation,,,,,
82966,vues,vues,,,,,
82973,appropriation,appropriation,,,,,
82977,instrumentation,instrumentation,,,,,
82984,objectivation,objectivation,,,,,
82988,globale,globale,,,,,
82995,frege,frege,,,,,
82999,parcours,parcours,,,,,
83006,computationnelle,computationnelle,,,,,
83010,ingénierie,ingénierie,,,,,
83023,tendance,tendance,,,,,
83030,démonstration,démonstration,,,,,
83037,cage,cage,,,,,
83047,activisme,activisme,,,,,
83051,virtuel,virtuel,,,,,
83085,enfer,enfer,,,,,
83089,Epicure,Epicure,,,,,
83093,éthique,éthique,,,,,
83136,agitation,agitation,,,,,
83140,paradis,paradis,,,,,
83144,visible,visible,,,,,
83148,eden,eden,,,,,
83152,aveugle,aveugle,,,,,
83156,malédiction,malédiction,,,,,
83160,gratuit,gratuit,,,,,
83164,constance,constance,,,,,
83168,profondeur,profondeur,,,,,
83172,latitude,latitude,,,,,
83176,longitude,longitude,,,,,
83180,mauvais,mauvais,,,,,
83187,bon,bon,,,,,
83194,loi,loi,,,,,
83201,inédéquate,inédéquate,,,,,
83205,parties extensives,parties extensives,,,,,
83209,positiviste,positiviste,,,,,
83213,aimant,aimant,,,,,
83217,choix,choix,,,,,
83224,tic,tic,,,,,
83231,captation,captation,,,,,
83235,usage,usage,,,,,
83245,modélisation,modélisation,,,,,
83276,position,position,,,,,
83280,difficultés,difficultés,,,,,
83287,autiste,autiste,,,,,
83291,granularité,granularité,,,,,
83295,écrit,écrit,,,,,
83299,contexte,contexte,,,,,
83312,contenu,contenu,,,,,
83316,syntaxique,syntaxique,,,,,
83320,inscription,inscription,,,,,
83327,enjeu,enjeu,,,,,
83346,avisé,avisé,,,,,
83350,sagacité,sagacité,,,,,
83354,thérapie,thérapie,,,,,
83364,intériorité,intériorité,,,,,
83371,instrument,instrument,,,,,
83375,découper,découper,,,,,
83379,analytique,analytique,,,,,
83383,relier,relier,,,,,
83387,manipulation,manipulation,,,,,
83391,corruption,corruption,,,,,
83395,assumer,assumer,,,,,
83399,épistémologie,épistémologie,,,,,
83433,liberté,liberté,,,,,
83443,outils,outils,,,,,
83450,affection,affection,,,,,
83454,repérage,repérage,,,,,
83458,génératif,génératif,,,,,
83480,paysan,paysan,,,,,
83484,pure,pure,,,,,
83488,parallélisme,parallélisme,,,,,
83495,centre,centre,,,,,
83502,ciel,ciel,,,,,
83506,terre,terre,,,,,
83510,élémentaire,élémentaire,,,,,
83517,base,base,,,,,
83524,pratique,pratique,,,,,
83537,codage,codage,,,,,
83541,fractal,fractal,,,,,
83560,discernement,discernement,,,,,
83567,hypercortex,hypercortex,,,,,
83574,cortex,cortex,,,,,
83578,actuel,actuel,,,,,
83600,bas,bas,,,,,
83604,haut,haut,,,,,
83608,coeur,coeur,,,,,
83612,livre,livre,,,,,
83616,ecrire,ecrire,,,,,
83620,lecture,lecture,,,,,
83624,ci,ci,,,,,
83628,importance,importance,,,,,
83632,circuit,circuit,,,,,
83636,mutant,mutant,,,,,
83640,exhaustivité,exhaustivité,,,,,
83647,Lacan,Lacan,,,,,
83651,mystique,mystique,,,,,
83658,théologie,théologie,,,,,
83662,mesure,mesure,,,,,
83672,idiot,idiot,,,,,
83676,mesurable,mesurable,,,,,
83680,politique,politique,,,,,
83699,commerce,commerce,,,,,
83703,multiplicité,multiplicité,,,,,
83707,Bachelard,Bachelard,,,,,
83714,territoire,territoire,,,,,
83724,foncteur,foncteur,,,,,
83728,topos,topos,,,,,
83744,signifiant,signifiant,,,,,
83748,aléatoire,aléatoire,,,,,
83752,créatrice,créatrice,,,,,
83756,conversation,conversation,,,,,
83763,collaboratif,collaboratif,,,,,
83767,médium,médium,,,,,
83771,nobel,nobel,,,,,
83775,mutation,mutation,,,,,
83779,PKM,PKM,,,,,
83783,mousse,mousse,,,,,
83787,phénoménal,phénoménal,,,,,
83791,échelle,échelle,,,,,
83798,dénombrement,dénombrement,,,,,
83802,dictionnaire,dictionnaire,,,,,
83806,responsabilité,responsabilité,,,,,
83816,arbre,arbre,,,,,
83865,combinatoire,combinatoire,,,,,
83878,information,information,,,,,
83945,design,design,,,,,
83985,citoyen,citoyen,,,,,
83989,prospective,prospective,,,,,
83996,double,double,,,,,
84018,contrainte,contrainte,,,,,
84028,transcontextuel,transcontextuel,,,,,
84032,visualisation,visualisation,,,,,
84042,visualisation de connaissances,visualisation de connaissances,,,,,
84046,cartographie sémantique,cartographie sémantique,,,,,
84050,invisible,invisible,,,,,
84054,paradoxe,paradoxe,,,,,
84061,anti-complexe,anti-complexe,,,,,
84065,libéral,libéral,,,,,
84069,pôle,pôle,,,,,
84076,sud,sud,,,,,
84080,papus,papus,,,,,
84084,nord,nord,,,,,
84088,générique,générique,,,,,
84098,lutte,lutte,,,,,
84102,pollution,pollution,,,,,
84106,A-LIRE,A-LIRE,,,,,
84752,Collective intelligence,Collective intelligence,,,,,
84762,Landscape architecture,Landscape architecture,,,,,
84766,Philosophy / Aesthetics,Philosophy / Aesthetics,,,,,
84770,Nature (Aesthetics),Nature (Aesthetics),,,,,
84774,Philosophy of nature,Philosophy of nature,,,,,
84778,Architecture / Landscape,Architecture / Landscape,,,,,
84782,Business & Economics / Management,Business & Economics / Management,,,,,
84786,Bibliothèque numérique ; ressources électroniques ; métier ; formation ; information scientifique ; CNRS ; INIST,Bibliothèque numérique ; ressources électroniques ; métier ; formation ; information scientifique ; CNRS ; INIST,,,,,
84790,methodology,methodology,,,,,
84794,analysis,analysis,,,,,
84798,Big Data,Big Data,,,,,
84802,Computer-assisted instruction,Computer-assisted instruction,,,,,
84806,Conceptual structures (Information theory),Conceptual structures (Information theory),,,,,
84810,Knowledge acquisition (Expert systems),Knowledge acquisition (Expert systems),,,,,
84814,Business & Economics / Knowledge Capital,Business & Economics / Knowledge Capital,,,,,
84818,Knowledge management,Knowledge management,,,,,
84822,Knowledge representation (Information theory),Knowledge representation (Information theory),,,,,
84826,Business & Economics / Public Relations,Business & Economics / Public Relations,,,,,
84830,Education / Computers & Technology,Education / Computers & Technology,,,,,
84834,"tautégorique, Schelling, Coleridge, De Man, Derrida","tautégorique, Schelling, Coleridge, De Man, Derrida",,,,,
84838,Environnement,Environnement,,,,,
84848,recherche-action,recherche-action,,,,,
84852,communication citoyenne,communication citoyenne,,,,,
84856,chargé de communication,chargé de communication,,,,,
84860,Mots clés: formation des enseignants,Mots clés: formation des enseignants,,,,,
84864,alphabétisation scientifiques,alphabétisation scientifiques,,,,,
84868,alphabétisation médiatique,alphabétisation médiatique,,,,,
84872,écriture numérique,écriture numérique,,,,,
84879,écriture ordinaire,écriture ordinaire,,,,,
84883,médias,médias,,,,,
84893,adolescence,adolescence,,,,,
84897,sit-coms,sit-coms,,,,,
84901,identité,identité,,,,,
84911,séries,séries,,,,,
84915,littératie médiatique,littératie médiatique,,,,,
84919,Communication verte,Communication verte,,,,,
84923,analyse de cycle de vie,analyse de cycle de vie,,,,,
84927,Tetra Pak.,Tetra Pak.,,,,,
84931,Engineering,Engineering,,,,,
84935,équipes virtuelles,équipes virtuelles,,,,,
84939,sensemaking collectif,sensemaking collectif,,,,,
84943,sensegiving,sensegiving,,,,,
84947,métaconversation.,métaconversation.,,,,,
84951,engagement,engagement,,,,,
84958,heuristique,heuristique,,,,,
84962,institutionnalisation,institutionnalisation,,,,,
84984,Web collaboratif,Web collaboratif,,,,,
84988,Médiations,Médiations,,,,,
84992,Renouvellement urbain,Renouvellement urbain,,,,,
84996,Projet de territoire,Projet de territoire,,,,,
85000,Développement local,Développement local,,,,,
85004,vectoriels,vectoriels,,,,,
85008,Bourbaki,Bourbaki,,,,,
85012,distributions,distributions,,,,,
85016,Hahn-Banach,Hahn-Banach,,,,,
85020,intégration.,intégration.,,,,,
85024,Espaces,Espaces,,,,,
85028,topologiques,topologiques,,,,,
85032,théorème,théorème,,,,,
85036,facebook,facebook,,,,,
85040,gender,gender,,,,,
85044,privacy,privacy,,,,,
85048,users,users,,,,,
85052,defaults,defaults,,,,,
85056,France,France,,,,,
85063,état,état,,,,,
85067,traces numériques,traces numériques,,,,,
85071,cartographie du web,cartographie du web,,,,,
85075,Italie,Italie,,,,,
85079,Suisse,Suisse,,,,,
85083,patrimoine culturel immatériel,patrimoine culturel immatériel,,,,,
85090,UNESCO,UNESCO,,,,,
85097,réseaux sociaux,réseaux sociaux,,,,,
85104,PCI,PCI,,,,,
85108,donnée,donnée,,,,,
85115,Volume XIII,Volume XIII,,,,,
85116,n°3 (2008). Coordonné par Carine Duteil.,n°3 (2008). Coordonné par Carine Duteil.,,,,,
85129,pertinence,pertinence,,,,,
85136,métadonnée,métadonnée,,,,,
85143,data,data,,,,,
85147,journalisme citoyen,journalisme citoyen,,,,,
85151,UGC (user-generated content),UGC (user-generated content),,,,,
85155,Pro-Am,Pro-Am,,,,,
85159,AFP.,AFP.,,,,,
85163,citizen journalism,citizen journalism,,,,,
85167,periodismo ciudadano,periodismo ciudadano,,,,,
85171,journalisme participatif,journalisme participatif,,,,,
85175,amateurs,amateurs,,,,,
85179,participatory journalism,participatory journalism,,,,,
85183,periodismo participativo,periodismo participativo,,,,,
85187,monnaie,monnaie,,,,,
85191,recensement,recensement,,,,,
85201,Education aux médias,Education aux médias,,,,,
85205,enseignant,enseignant,,,,,
85209,Kickstarter,Kickstarter,,,,,
85213,crowdfunding,crowdfunding,,,,,
85220,crowd funding,crowd funding,,,,,
85224,venture,venture,,,,,
85228,entrepreneur,entrepreneur,,,,,
85247,interaction,interaction,,,,,
85260,Numérisation,Numérisation,,,,,
85288,Simulation,Simulation,,,,,
85295,Machinisme,Machinisme,,,,,
85299,Nouvelles technologies,Nouvelles technologies,,,,,
85312,Système technique,Système technique,,,,,
85316,Phénoménotechnique,Phénoménotechnique,,,,,
85323,Ontophanie,Ontophanie,,,,,
85330,NTIC,NTIC,,,,,
85340,Création,Création,,,,,
85347,dynamique socio-technique,dynamique socio-technique,,,,,
85351,transduction,transduction,,,,,
85355,processus transducteurs,processus transducteurs,,,,,
85359,praticien réflexif,praticien réflexif,,,,,
85363,réalisation,réalisation,,,,,
85367,pensée complexe,pensée complexe,,,,,
85371,médiation,médiation,,,,,
85381,artefact médiateur,artefact médiateur,,,,,
85385,recherche en design,recherche en design,,,,,
85389,designer,designer,,,,,
85393,praxéologie,praxéologie,,,,,
85397,idéation,idéation,,,,,
85401,sense making,sense making,,,,,
85405,finalisée,finalisée,,,,,
85409,tryptique,tryptique,,,,,
85413,Système d'information,Système d'information,,,,,
85417,Construction de connaissances,Construction de connaissances,,,,,
85421,Information- documentation,Information- documentation,,,,,
85425,Culture professionnelle de l'information,Culture professionnelle de l'information,,,,,
85429,Réseau socio-numérique,Réseau socio-numérique,,,,,
85433,apprentissage collaboratif,apprentissage collaboratif,,,,,
85437,ingénierie pédagogique,ingénierie pédagogique,,,,,
85441,communauté d'apprentissage,communauté d'apprentissage,,,,,
85445,compréhension,compréhension,,,,,
85458,diigo,diigo,,,,,
85462,convention,convention,,,,,
85466,détermination,détermination,,,,,
85470,énoncé,énoncé,,,,,
85474,critère,critère,,,,,
85481,contextualisme,contextualisme,,,,,
85485,relativisme,relativisme,,,,,
85489,pédagogiques,pédagogiques,,,,,
85493,propositions,propositions,,,,,
85497,nommer,nommer,,,,,
85501,tao,tao,,,,,
85505,gapaii,gapaii,,,,,
85509,jouer,jouer,,,,,
85513,comprendre,comprendre,,,,,
85529,sentimentale,sentimentale,,,,,
85533,identification,identification,,,,,
85537,pragmatique,pragmatique,,,,,
85550,opinion,opinion,,,,,
85554,EIAH,EIAH,,,,,
85573,Qualité,Qualité,,,,,
85586,Méthodologie,Méthodologie,,,,,
85608,Acteurs,Acteurs,,,,,
85615,Formation,Formation,,,,,
85631,recherche,recherche,,,,,
85638,Formation professionnelle,Formation professionnelle,,,,,
85642,dressage,dressage,,,,,
85652,trajectivité,trajectivité,,,,,
85656,pédagogique,pédagogique,,,,,
85660,transmission,transmission,,,,,
85664,ressources,ressources,,,,,
85668,indentité,indentité,,,,,
85672,ingénierie des connaissances,ingénierie des connaissances,,,,,
85676,automatisation cognitive,automatisation cognitive,,,,,
85680,ontologies de domaine,ontologies de domaine,,,,,
85684,recherche d'information,recherche d'information,,,,,
85688,interaction homme-machine,interaction homme-machine,,,,,
85692,distances et similarités sémantiques,distances et similarités sémantiques,,,,,
85696,massive open online course,massive open online course,,,,,
85700,MOOC,MOOC,,,,,
85704,CLOM,CLOM,,,,,
85708,cours en ligne ouvert et massif,cours en ligne ouvert et massif,,,,,
85712,FOAD,FOAD,,,,,
85716,Compétence,Compétence,,,,,
85723,tableur,tableur,,,,,
85727,futurs enseignants du primaire,futurs enseignants du primaire,,,,,
85731,données-temps.,données-temps.,,,,,
85735,Technologies de l'Information et de la Communication (TIC),Technologies de l'Information et de la Communication (TIC),,,,,
85739,Certificat Informatique et Internet (C2i),Certificat Informatique et Internet (C2i),,,,,
85743,formation initiale,formation initiale,,,,,
85747,stylo numérique,stylo numérique,,,,,
85751,corpus d'apprentissage,corpus d'apprentissage,,,,,
85755,"interactions, enseignement en ligne, formation des enseignants, analyse des pratiques et des discours des enseignants, usages des TIC par les enseignants et les apprenants, visioconférence","interactions, enseignement en ligne, formation des enseignants, analyse des pratiques et des discours des enseignants, usages des TIC par les enseignants et les apprenants, visioconférence",,,,,
85759,normes,normes,,,,,
85766,ALS,ALS,,,,,
85770,ALS-PL.,ALS-PL.,,,,,
85774,SHAD,SHAD,,,,,
85778,adaptabilité,adaptabilité,,,,,
85785,standards,standards,,,,,
85789,SCORM,SCORM,,,,,
85793,CPL,CPL,,,,,
85797,granularité fine,granularité fine,,,,,
85801,ressources pédagogiques,ressources pédagogiques,,,,,
85805,objets pédagogiques,objets pédagogiques,,,,,
85809,metadonnées,metadonnées,,,,,
85813,LOM,LOM,,,,,
85817,parcours individuel,parcours individuel,,,,,
85821,profil de l'apprenant,profil de l'apprenant,,,,,
85825,discipline scientifique,discipline scientifique,,,,,
85829,méthodes,méthodes,,,,,
85833,construction,construction,,,,,
85837,collectif,collectif,,,,,
85841,déploiement,déploiement,,,,,
85845,système réparti,système réparti,,,,,
85849,phénoménologie,phénoménologie,,,,,
85853,épistémologir,épistémologir,,,,,
85857,communication personne système,communication personne système,,,,,
85861,communauté,communauté,,,,,
85865,design d'information,design d'information,,,,,
85869,sémiosphère,sémiosphère,,,,,
85873,OPAC,OPAC,,,,,
85877,RAMEAU,RAMEAU,,,,,
85884,usagers,usagers,,,,,
85888,métaphore visuelle,métaphore visuelle,,,,,
85892,médiation sociale instrumentalisée,médiation sociale instrumentalisée,,,,,
85896,Peirce,Peirce,,,,,
85912,Psychologie,Psychologie,,,,,
85916,Raisonnement,Raisonnement,,,,,
85920,Lois de la nature,Lois de la nature,,,,,
85924,savoir,savoir,,,,,
