o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:creator,dcterms:description,dcterms:publisher,dcterms:contributor,dcterms:date,dcterms:type,dcterms:identifier,dcterms:source,dcterms:language,dcterms:rights,dcterms:abstract,dcterms:created,dcterms:extent,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:dateSubmitted,dcterms:educationLevel,bibo:contributorList,bibo:director,bibo:editor,bibo:owner,bibo:performer,bibo:presentedAt,bibo:translator,bibo:content,bibo:doi,bibo:edition,bibo:isbn,bibo:issn,bibo:issue,bibo:lccn,bibo:numPages,bibo:number,bibo:pages,bibo:section,bibo:shortTitle,bibo:uri,bibo:volume,foaf:firstName,foaf:lastName,foaf:givenName,foaf:homepage,foaf:account,foaf:accountServiceHomepage,foaf:accountName,skos:semanticRelation,skos:broader,skos:closeMatch,skos:prefLabel,skos:altLabel,schema:url,schema:participant,schema:identifier,schema:sameAs,schema:provider,schema:educationalLevel,schema:address,schema:color,schema:contentSize,schema:endDate,schema:orderNumber,schema:programmingLanguage,schema:query,schema:relatedLink,schema:serverStatus,schema:serviceUrl,schema:size,schema:startDate,schema:upvoteCount,schema:worksFor,schema:duration,cito:isCompiledBy,ma:hasContributedTo,ma:isChapterOf,jdc:x,jdc:y,jdc:hasActant,jdc:hasConcept,jdc:hasCrible,jdc:hasCribleCarto,jdc:complexity,jdc:hexaQ,jdc:hexaR,jdc:hexaS,jdc:hasRencontre,jdc:valeurUtilite,fup8:hasEC,fup8:hasParcours,fup8:hasUniversity,fup8:hasDepartement,fup8:hasUFR,fup8:hasMention
301794,http://localhost/samszo/omk/s/cartoaffect/item/301794,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,fullerene-spip,,,,,,,35866975,,,,,,,301732,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/fullerene-spip,,,,,,,,,,,,,300730,,,,54252,2015-05-19T07:44:57Z,,108369,,,,,136,2015-05-19T07:42:06Z,0,,,,,,,,,,,,"175 | 141",,,,,,,,,,,
301795,http://localhost/samszo/omk/s/cartoaffect/item/301795,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,bnsa-web,,,,,,,35867044,,,,,,,301733,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/bnsa-web,,,,,,,,,,,,,300730,,,,0,2009-07-12,,,,,,,0,2006-09-08,0,,,,,,,,,,,,"116 | 98",,,,,,,,,,,
301796,http://localhost/samszo/omk/s/cartoaffect/item/301796,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,mundigo,,,,,,,35867058,,,,,,,301733,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/mundigo,,,,,,,,,,541332,,,300730,,,,3534,2009,,108369,,,,,132,2005,0,,,,,,,,,,,,"175 | 141",,,,,,,,,,,
301797,http://localhost/samszo/omk/s/cartoaffect/item/301797,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,anea,,,,,,,35867069,,,,,,,301733,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/anea,,,,,,,,,,,,,300730,,,,0,2015-05-19T07:43:47Z,,,,,,,132,2015-01-19T07:43:47Z,0,,,,,,,,,,,,"116 | 98",,,,,,,,,,,
301798,http://localhost/samszo/omk/s/cartoaffect/item/301798,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,visitesenaquitaine,,,,,,,35867088,,,,,,,301733,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/visitesenaquitaine,,,,,,,,,,,,,300730,,,,0,2009,,,,,,,132,2006,0,,,,,,,,,,,,"116 | 98",,,,,,,,,,,
301799,http://localhost/samszo/omk/s/cartoaffect/item/301799,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,navig-spatio-temporel,,,,,,,35867106,,,,,,,301732,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/navig-spatio-temporel,,,,,,,,,,,,,300730,,,,"308432 | 20632 | 20182 | 6854",2015-05-19T07:46:54Z,,"89711 | 108369 | 96621 | 102418",,,,,432,2015-05-19T07:44:27Z,0,,,,,,,,,,,,"364 | 270",,,,,,,,,,,
301800,http://localhost/samszo/omk/s/cartoaffect/item/301800,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,onadabase,,,,,,,35867129,,,,,,,301733,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/onadabase,,,,,,,,,,,,,300730,,,,"762082 | 162296 | 25026 | 15784 | 7002 | 217",2009,,"108369 | 89711 | 158736 | 96621 | 102418",,,,,28492,2007,0,,,,,,,,,,,,"431 | 315",,,,,,,,,,,
301801,http://localhost/samszo/omk/s/cartoaffect/item/301801,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,THYP_15-16,,,,,,,43354240,,,,,,,,,,,"301517 | 301519 | 301521 | 301523 | 301525 | 301527 | 301529 | 301531 | 301533 | 301535 | 301537 | 301539 | 300735 | 301541 | 301543 | 301545 | 301547 | 301549 | 301551 | 301553 | 301555 | 301557 | 301559",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/THYP_15-16,,,,,,,,,,,,,300730,,,,"3231396 | 455878 | 448084 | 353573 | 12278",2015-12-11T07:41:10Z,,"89711 | 102418 | 96621 | 108369",,,,,20450,2015-09-29T08:19:23Z,1,,,,"67 | 44 | 43 | 38 | 35 | 31 | 29 | 28 | 22 | 21 | 20 | 15 | 14 | 12 | 9 | 6 | 4 | 3 | 1",299360,,,,,,,"1859 | 1445",,,,,,,299413,,,,
301802,http://localhost/samszo/omk/s/cartoaffect/item/301802,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,CDNL_15-16,,,,,,,43490613,,,,,,,,,,,"300845 | 300735 | 300847 | 300849 | 300851 | 300853 | 300855 | 300857 | 300859 | 300861 | 300863",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/CDNL_15-16,,,,,,,,,,,,,300730,,,,"879601 | 237285 | 86160 | 2360 | 902",2016-10-02T17:19:14Z,,"89711 | 96621 | 102418 | 108369",,,,,15401,2015-10-01T10:28:00Z,4,,,,"9 | 8 | 4 | 3 | 2 | 1",299360,,,,,,,"1079 | 837",,,,,,299421,,,,,
301803,http://localhost/samszo/omk/s/cartoaffect/item/301803,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,eval-radar,,,,,,,51918970,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/eval-radar,,,,,,,,,,,,,300730,,,,988,2016-02-17T12:25:45Z,,96621,,,,http://samszo.github.io/eval-radar/,15,2016-02-17T11:51:22Z,0,,,,6,,,,,,,,"241 | 199",,,,,,,,,,,
301804,http://localhost/samszo/omk/s/cartoaffect/item/301804,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,oci_15-16,,,,,,,54557481,,,,,,,,,,,"301381 | 301383 | 301385 | 301387 | 301389 | 301391 | 301393 | 300735 | 301395 | 301397 | 301399 | 301401 | 301403 | 301405",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/oci_15-16,,,,,,,,,,,,,300730,,,,"3356055 | 1989008 | 634303 | 228436",2016-06-23T12:29:47Z,,"89711 | 102418 | 96621 | 108369",,,,,18285,2016-03-23T12:19:43Z,0,,,,"21 | 16 | 14 | 13 | 9 | 8 | 6 | 4 | 3",299360,,,,,,,"1264 | 982",,,,,,299440,,,,,
301805,http://localhost/samszo/omk/s/cartoaffect/item/301805,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,THYP_16-17,,,,,,,69545852,,,,,,,,,,,"301561 | 301563 | 301565 | 301567 | 301569 | 300735 | 301571 | 301573 | 301575 | 301577 | 301579 | 301581 | 301583 | 301585 | 301587 | 301589",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/THYP_16-17,,,,,,,,,,,,,300730,,,,"16659786 | 1608759 | 1263748 | 754136 | 778",2017-01-09T21:49:34Z,,"108369 | 102418 | 89711 | 96621",,,,,137362,2016-09-29T08:12:29Z,0,,,,"24 | 20 | 19 | 15 | 13 | 12 | 11 | 8 | 7 | 6 | 5 | 4",299360,,,,,,,"1418 | 1102",,,,,,,299413,,,,
301806,http://localhost/samszo/omk/s/cartoaffect/item/301806,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,OntoStats,,,,,,,69860352,,,,,,,301730,,,,"301463 | 300735",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/OntoStats,,,,,,,,,,,,,300730,,,,0,2018-12-16T16:58:32Z,,,,,,,4377,2016-10-03T10:17:52Z,0,,,,"15 | 14",,,,,,,,"242 | 200",,,,,,,,,,,
301807,http://localhost/samszo/omk/s/cartoaffect/item/301807,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,CDNL_16-17,,,,,,,74131435,,,,,,,,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/CDNL_16-17,,,,,,,,,,,,,300730,,,,"15177 | 1292",2017-02-18T13:43:35Z,,"96621 | 108369",,,,,95,2016-11-18T13:21:23Z,0,,,,4,299360,,,,,,,"339 | 269",,,,,,299421,,,,,
301808,http://localhost/samszo/omk/s/cartoaffect/item/301808,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,OCI_16-17,,,,,,,78637723,,,,,,,,,,,"301407 | 301409 | 301411 | 301413 | 301415 | 300735 | 301417 | 301419 | 301421 | 301423 | 301425 | 301427 | 301429 | 301431 | 301433",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/OCI_16-17,,,,,,,,,,,,,300730,,,,"4464549 | 2986493 | 1682767 | 63706 | 61113",2018-10-01T23:10:44Z,,"102418 | 89711 | 96621 | 108369",,,,,12322,2017-01-11T12:37:46Z,1,,,,"15 | 12 | 9 | 8 | 6 | 5 | 4 | 3",299360,,,,,,,"1323 | 1029",,,,,,299440,,,,,
301809,http://localhost/samszo/omk/s/cartoaffect/item/301809,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,explagora,,,,,,,81922401,,,,,,,301732,,,,"301041 | 300735 | 301043",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/explagora,,,,,,,,,,,,,300730,,,,"1311288 | 1218326 | 540416 | 196352 | 99109 | 390",2017-04-05T12:04:45Z,,"89711 | 108369 | 96621 | 102418",,,,,14005,2017-02-14T08:22:45Z,0,,,,"44 | 15 | 1",,,,,,,,"555 | 425",,,,,,,,,,,
301810,http://localhost/samszo/omk/s/cartoaffect/item/301810,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,DesignEdition-ELO17,,,,,,,84305479,,,,,,,301731,,,,"300865 | 300735 | 300867",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/DesignEdition-ELO17,,,,,,,,,,,,,300730,,,,"3819097 | 3119657 | 1978927 | 1222539 | 860347 | 784327 | 430109 | 421448 | 15363 | 4790 | 3643 | 3033 | 1820 | 218",2017-04-05T09:11:50Z,,"108369 | 89711 | 102418 | 96621",,,,,37339,2017-03-08T09:56:13Z,0,,,,"15 | 12 | 2",,,,,,,,"587 | 441",,,,,,,,,,,
301811,http://localhost/samszo/omk/s/cartoaffect/item/301811,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,THYP_17-18,,,,,,,104888469,,,,,,,,,,,"301591 | 301593 | 301595 | 301387 | 300735 | 301597 | 301599 | 301601 | 301603 | 301403 | 301605 | 301607 | 301609 | 301611 | 301613 | 301615 | 301617 | 301619 | 301621 | 301623 | 301625 | 301627 | 301629 | 301631",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/THYP_17-18,,,,,,,,,,,,,300730,,,,"1093378 | 1071526 | 500434 | 174404 | 6214",2017-12-10T16:37:21Z,,"96621 | 89711 | 108369 | 102418",,,,,24516,2017-09-26T13:30:17Z,0,,,,"112 | 50 | 40 | 35 | 31 | 25 | 21 | 19 | 17 | 16 | 15 | 14 | 12 | 11 | 10 | 9 | 7 | 5 | 1",299360,,,,,,,"1918 | 1492",,,,,,,299413,,,,
301812,http://localhost/samszo/omk/s/cartoaffect/item/301812,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,OCI_17-18,,,,,,,118759936,,,,,,,,,,,"301435 | 301437 | 301439 | 301441 | 300735 | 301443 | 301445 | 301447 | 301449 | 301431",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/OCI_17-18,,,,,,,,,,,,,300730,,,,"15826061 | 4491273 | 2494650 | 2143493 | 102637",2018-04-10T20:16:17Z,,"108369 | 89711 | 102418 | 96621",,,,,37560,2018-01-24T12:03:47Z,0,,,,"63 | 27 | 24 | 23 | 17 | 14 | 5 | 2",299360,,,,,,,"1028 | 794",,,,,,299440,,,,,
301813,http://localhost/samszo/omk/s/cartoaffect/item/301813,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,AVUN_17-18,,,,,,,119565378,,,,,,,,,,,"300747 | 300749 | 300751 | 300753 | 300755 | 300757 | 300759 | 300761 | 300763 | 300765 | 300767 | 300735 | 300769 | 300771 | 300773 | 300775",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/AVUN_17-18,,,,,,,,,,,,,300730,,,,0,2018-03-31T22:45:31Z,,,,,,,9541,2018-01-30T16:48:30Z,0,,,,"44 | 38 | 33 | 30 | 29 | 26 | 25 | 24 | 21 | 18 | 17 | 16 | 15 | 13 | 10",299360,,,,,,,"1178 | 934",,,,,,,299414,,,,
301814,http://localhost/samszo/omk/s/cartoaffect/item/301814,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,flickEmo,,,,,,,126958944,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/flickEmo,,,,,,,,,,,,,300730,,,,"23845 | 22206 | 461",2018-04-24T06:32:40Z,,"89711 | 96621 | 102418",,,,https://samszo.github.io/flickEmo/,699,2018-03-27T09:03:56Z,0,,,,11,,,,,,,,"367 | 285",,,,,,,,,,,
301815,http://localhost/samszo/omk/s/cartoaffect/item/301815,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,THYP_18-19,,,,,,,150261709,,,,,,,,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/THYP_18-19,,,,,,,,,,,,,300730,,,,11202,2019-02-04T04:53:24Z,,96621,,,,,16,2018-09-25T12:29:12Z,0,,,,3,299360,,,,,,,"296 | 244",,,,,,,299413,,,,
301816,http://localhost/samszo/omk/s/cartoaffect/item/301816,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,DWM_18-19,,,,,,,150737639,,,,,,,,,,,"300795 | 300735 | 300871 | 300873 | 300875 | 300877 | 300879 | 300881 | 300883 | 300885 | 300887 | 300889",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/DWM_18-19,,,,,,,,,,,,,300730,,,,"12703208 | 3428579 | 1445143 | 55632",2019-03-28T23:46:04Z,,"89711 | 102418 | 96621 | 108369",,,,,182619,2018-09-28T12:31:44Z,0,,,,"110 | 77 | 52 | 48 | 41 | 37 | 36 | 33 | 31 | 30 | 2",299360,,,,,,,"1154 | 892",,,,,,299421,,,,,
301818,http://localhost/samszo/omk/s/cartoaffect/item/301818,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,spip-squelettes,,,,,,,153872811,,,,,,,301735,,,,"300735 | 300873",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/spip-squelettes,,,,,,,,,,,,,300730,,,,"1087269 | 644528 | 370772 | 12770",2019-04-12T10:24:44Z,,"102418 | 96621 | 89711 | 108369",,,,,15363,2018-10-20T05:27:16Z,0,,,,"10 | 1",,,,,,,,"486 | 372",,,,,,,,,,,
301819,http://localhost/samszo/omk/s/cartoaffect/item/301819,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,OCI_18-19,,,,,,,170288497,,,,,,,,,,,"301451 | 301453 | 300735 | 301229 | 301455 | 301457 | 301459",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/OCI_18-19,,,,,,,,,,,,,300730,,,,"300545 | 173926 | 135407 | 8528 | 6742",2019-04-09T08:36:22Z,,"102418 | 96621 | 89711 | 108369",,,,,12874,2019-02-12T09:20:13Z,1,,,,"14 | 9 | 8 | 6 | 3 | 1",299360,,,,,,,"843 | 649",,,,,,299440,,,,,
301820,http://localhost/samszo/omk/s/cartoaffect/item/301820,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,GSI-AVUN_18-19,,,,,,,170683210,,,,,,,,,,,"301097 | 301099 | 301101 | 301103 | 301105 | 301107 | 301109 | 301111 | 301113 | 301115 | 301117 | 301119 | 301121 | 301123 | 301125 | 301127 | 300735 | 301129 | 301131 | 301133 | 301135 | 301137 | 301139 | 301141 | 301143 | 301145 | 301147 | 301149 | 301151 | 301153 | 301155 | 301157 | 301159 | 301161 | 301163 | 301165 | 301167 | 301169 | 301171 | 301173",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/GSI-AVUN_18-19,,,,,,,,,,,,,300730,,,,4197,2019-04-06T10:47:48Z,,96621,,,,,29737,2019-02-14T11:48:21Z,0,,,,"56 | 53 | 52 | 48 | 43 | 41 | 35 | 31 | 30 | 29 | 27 | 26 | 25 | 24 | 23 | 21 | 20 | 18 | 17 | 15 | 14 | 13 | 12 | 11 | 8 | 7 | 5",299360,,,,,,,"2792 | 2200",,,,,,,"299414 | 299420",,,,
301821,http://localhost/samszo/omk/s/cartoaffect/item/301821,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,plconception,,,,,,,177105606,,,,,,,301731,,,,"301465 | 301467 | 301469 | 301471 | 301473 | 301475 | 301477 | 301479 | 301481",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/plconception,,,,,,,,,,,,,300730,,,,269,2019-03-22T08:56:16Z,,,,,,,997,2019-03-22T08:56:14Z,0,,,,"263 | 237 | 215 | 83 | 40 | 29 | 25 | 19 | 1",,,,,,,,"665 | 543",,,,,,,,,,,
301823,http://localhost/samszo/omk/s/cartoaffect/item/301823,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,smel_pwa_cartosem,,,,,,,189411017,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/smel_pwa_cartosem,,,,,,,,,,,,,300730,,,,0,2019-05-30T12:39:23Z,,,,,,,3,2019-05-30T12:36:58Z,0,,,,1,,,,,,,,"177 | 151",,,,,,,,,,,
301824,http://localhost/samszo/omk/s/cartoaffect/item/301824,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,transmusicales,,,,,,,191772321,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/transmusicales,,,,,,,,,,,,,300730,,,,0,2019-06-13T13:54:07Z,,,,,,,234,2019-06-13T13:51:41Z,0,,,,2,,,,,,,,"177 | 151",,,,,,,,,,,
301825,http://localhost/samszo/omk/s/cartoaffect/item/301825,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,GEN_19,,,,,,,195762604,,,,,,,301730,,,,"301059 | 300735 | 301061 | 301063 | 301065 | 301067 | 301069 | 301071 | 301073 | 301075 | 301077 | 301079 | 301081 | 301083 | 301085 | 301087 | 301089 | 301091",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/GEN_19,,,,,,,,,,,,,300730,,,,"31879 | 11987 | 577",2019-07-30T08:19:48Z,,"96621 | 89711 | 108369",,,,https://samszo.github.io/GEN_19/,258,2019-07-08T07:50:26Z,0,,,,"27 | 19 | 14 | 10 | 8 | 7 | 6 | 4 | 3 | 1",,,,,,,,"1408 | 1102",,,,,,,,,,,
301826,http://localhost/samszo/omk/s/cartoaffect/item/301826,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,DWM_19-20,,,,,,,212805801,,,,,,,,,,,"300891 | 300893 | 300895 | 300735 | 300897 | 300899 | 300901 | 300903 | 300905 | 300907 | 300909 | 300911 | 300913 | 300915",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/DWM_19-20,,,,,,,,,,,,,300730,,,,"4666154 | 1781234 | 1479547 | 697363 | 19687",2020-02-28T03:07:46Z,,"102418 | 108369 | 89711 | 96621",,,,https://samszo.github.io/DWM_19-20/,245671,2019-10-04T12:05:46Z,0,,,,"61 | 49 | 38 | 35 | 33 | 27 | 26 | 23 | 22 | 19 | 17 | 11 | 6",299360,,,,,,,"1289 | 997",,,,,,299421,,,,,
301827,http://localhost/samszo/omk/s/cartoaffect/item/301827,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,AVUN_19-20,,,,,,,215018088,,,,,,,,,,,"300777 | 300779 | 300781 | 300735 | 300783 | 300785 | 300787 | 300789 | 300791 | 300793 | 300795 | 300797 | 300799 | 300801",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/AVUN_19-20,,,,,,,,,,,,,300730,,,,"56851 | 11987 | 577",2020-03-26T17:45:48Z,,"96621 | 89711 | 108369",,,,https://samszo.github.io/AVUN_19-20/,23824,2019-10-14T10:47:52Z,0,,,,"90 | 58 | 50 | 40 | 39 | 33 | 32 | 26 | 21 | 17 | 12 | 7 | 3",299360,,,,,,,"1242 | 970",,,,,,,299414,,,,
301828,http://localhost/samszo/omk/s/cartoaffect/item/301828,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,gen_fake,,,,,,,220465002,,,,,,,301734,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/gen_fake,,,,,,,,,,,,,300730,,,,0,2019-11-08T12:44:27Z,,,,,,,14,2019-11-08T12:44:23Z,0,,,,1,,,,,,,,"177 | 151",,,,,,,,,,,
301829,http://localhost/samszo/omk/s/cartoaffect/item/301829,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,MEDAS_1_19-20,,,,,,,241853841,,,,,,,299630,,,,"301341 | 301343 | 301345 | 301347 | 301349 | 301351 | 301353 | 301355 | 301357 | 301359 | 301361 | 301363 | 301365 | 301367 | 301369 | 301371 | 301373 | 301375 | 300735 | 301377 | 301379",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/MEDAS_1_19-20,,,,,,,,,,,,,300730,,,,"447061 | 150677 | 75609 | 14941",2020-05-05T10:54:56Z,,"108369 | 96621",,,,,5395,2020-02-20T10:18:35Z,0,,,,"53 | 45 | 37 | 36 | 34 | 29 | 27 | 24 | 22 | 20 | 18 | 15 | 14 | 13 | 12 | 9 | 7",,,,,,,,"1573 | 1239",,,,,,,301900,,,,
301830,http://localhost/samszo/omk/s/cartoaffect/item/301830,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,genplan,,,,,,,255035804,,,,,,,301893,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/genplan,,,,,,,,,,,,,300730,,,,0,2020-05-12T08:03:05Z,,,,,,,0,2020-04-12T08:00:47Z,0,,,,1,,,,,,,,"171 | 151",,,,,,,,,,,
301831,http://localhost/samszo/omk/s/cartoaffect/item/301831,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-module-DiigoImport,,,,,,,255816511,,,,,,,300724,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-module-DiigoImport,,,,,,,,,,,,,300730,,,,"148227 | 5308",2022-08-05T06:32:29Z,,"108369 | 96621",,,,,175,2020-04-15T05:42:38Z,0,,,,6,,,,,,,,"299 | 237",,,,,,,,,,,
301832,http://localhost/samszo/omk/s/cartoaffect/item/301832,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-theme-CartoAffect,,,,,,,264361233,,,,,,,301729,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-theme-CartoAffect,,,,,,,,,,,,,300730,,,,"84554 | 36441 | 32828 | 4699",2022-07-25T06:12:07Z,,"89711 | 96621 | 108369 | 102418",,,,,1052,2020-05-16T04:48:37Z,0,,,,7,,,,,,,,"425 | 323",,,,,,,,,,,
301833,http://localhost/samszo/omk/s/cartoaffect/item/301833,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,paragraphe,,,,,,,265902166,,,,,,,301735,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/paragraphe,,,,,,,,,,,,,300730,,,,2660,now,,96621,,,,https://samszo.github.io/paragraphe/,1535,2020-05-21T16:48:04Z,0,,,,2,,,,,,,,"243 | 199",,,,,,,,,,,
301834,http://localhost/samszo/omk/s/cartoaffect/item/301834,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,ValueSuggest,,,,,,,282592716,,,,,,,300724,,,,"301715 | 301717 | 301719 | 301721 | 301723 | 301725 | 301727 | 300735",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/ValueSuggest,,,,,,,,,,,,,300730,,,,"101260 | 41095 | 1457 | 1238",2020-07-29T05:35:42Z,,"108369 | 89711 | 102418 | 96621",,,,,813,2020-07-26T06:43:55Z,0,,,,"109 | 13 | 8 | 5 | 4 | 1",,,,,,,,"844 | 662",,,,,,,,,,,
301835,http://localhost/samszo/omk/s/cartoaffect/item/301835,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,AccueilHN_20-21,,,,,,,296558395,,,,,,,301730,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/AccueilHN_20-21,,,,,,,,,,,,,300730,,,,"35248 | 11987",2020-09-23T12:17:17Z,,"96621 | 89711",,,,https://samszo.github.io/AccueilHN_20-21/,465,2020-09-18T08:16:43Z,1,,,,11,,,,,,,,"346 | 270",,,,,,,,,,,
301836,http://localhost/samszo/omk/s/cartoaffect/item/301836,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,THYP_20-21,,,,,,,297904044,,,,,,,,,,,"300869 | 301633 | 301635 | 301637 | 300735 | 301639 | 301641 | 301643 | 301645 | 301647 | 301649 | 301651 | 301653 | 301655 | 301657 | 301659 | 301661 | 301663 | 301665 | 301667 | 301669 | 301671 | 301673",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/THYP_20-21,,,,,,,,,,,,,300730,,,,"4194031 | 468440 | 413735",2021-01-24T13:34:20Z,,"96621 | 89711 | 102418",,,,https://samszo.github.io/THYP_20-21/,2730,2020-09-23T08:29:53Z,0,,,,"19 | 18 | 16 | 13 | 10 | 9 | 8 | 7 | 6 | 5 | 4 | 2 | 1",299360,,,,,,,"1773 | 1393",,,,,,,299413,,,,
